"","Description","Value","Replicate.Name","Retention.Time","Area","Area.with.QC","Precursor.Ion.Name","Background","Height","Mass.Error.PPM","all.Flags","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag"
"3775",NA,NA,"180205_Poo_TruePoo_Full2",11.72,10547785,10547785,"beta-Alanine",927889,530587,-0.2,NA,NA,NA,NA,NA,NA,NA
"3776",NA,NA,"180205_Poo_TruePoo_Full3",11.65,12315953,12315953,"beta-Alanine",817496,657219,-0.5,NA,NA,NA,NA,NA,NA,NA
"3777",NA,NA,"180205_Poo_TruePoo_Half1",11.65,11197241,11197241,"beta-Alanine",991095,671675,-0.3,NA,NA,NA,NA,NA,NA,NA
"3778",NA,NA,"180205_Poo_TruePoo_Half2",11.65,5522698,5522698,"beta-Alanine",852335,332260,-0.3,NA,NA,NA,NA,NA,NA,NA
"3779",NA,NA,"180205_Poo_TruePoo_Half3",11.62,6250568,6250568,"beta-Alanine",604183,362184,-0.5,NA,NA,NA,NA,NA,NA,NA
"3780",NA,NA,"180205_Smp_L1C32DCMless10m_A",11.68,27468424,27468424,"beta-Alanine",2069421,1415028,-0.3,NA,NA,NA,NA,NA,NA,NA
"3781",NA,NA,"180205_Smp_L1C32DCMless10m_B",11.66,12974430,12974430,"beta-Alanine",839844,677702,-0.1,NA,NA,NA,NA,NA,NA,NA
"3782",NA,NA,"180205_Smp_L1C32DCMless10m_C",11.6,17563260,17563260,"beta-Alanine",1097060,976540,-0.7,NA,NA,NA,NA,NA,NA,NA
"3783",NA,NA,"180205_Smp_L1C32DCMless20m_A",11.71,20165610,20165610,"beta-Alanine",1135264,971207,-0.3,NA,NA,NA,NA,NA,NA,NA
"3784",NA,NA,"180205_Smp_L1C32DCMless20m_B",11.66,36107720,36107720,"beta-Alanine",1297317,1838951,-0.4,NA,NA,NA,NA,NA,NA,NA
"3785",NA,NA,"180205_Smp_L1C32DCMless20m_C",11.65,41845504,41845504,"beta-Alanine",1383214,2316803,-0.5,NA,NA,NA,NA,NA,NA,NA
"3786",NA,NA,"180205_Smp_L1C33DCM_A",11.69,18632786,18632786,"beta-Alanine",1213807,918691,-0.2,NA,NA,NA,NA,NA,NA,NA
"3787",NA,NA,"180205_Smp_L1C33DCM_B",11.74,18010818,18010818,"beta-Alanine",1508369,928992,-0.1,NA,NA,NA,NA,NA,NA,NA
"3788",NA,NA,"180205_Smp_L1C33DCM_C",11.6,14177165,14177165,"beta-Alanine",778830,750639,-1,NA,NA,NA,NA,NA,NA,NA
"3789",NA,NA,"180205_Smp_L1C33DCMplus10m_A",11.73,31545506,31545506,"beta-Alanine",1665524,1778598,-0.4,NA,NA,NA,NA,NA,NA,NA
"3790",NA,NA,"180205_Smp_L1C33DCMplus10m_B",11.65,13176543,13176543,"beta-Alanine",930636,688525,-0.3,NA,NA,NA,NA,NA,NA,NA
"3791",NA,NA,"180205_Smp_L1C33DCMplus10m_C",11.62,21930754,21930754,"beta-Alanine",960756,1255957,-0.5,NA,NA,NA,NA,NA,NA,NA
"3792",NA,NA,"180205_Smp_L1C33DCMplus20m_A",11.88,8147024,8147024,"beta-Alanine",1290747,393800,-0.3,NA,NA,NA,NA,NA,NA,NA
"3793",NA,NA,"180205_Smp_L1C33DCMplus20m_B",11.68,9917136,9917136,"beta-Alanine",751109,525509,-0.2,NA,NA,NA,NA,NA,NA,NA
"3794",NA,NA,"180205_Smp_L1C33DCMplus20m_C",11.63,9403562,9403562,"beta-Alanine",674751,533078,-0.5,NA,NA,NA,NA,NA,NA,NA
"3795",NA,NA,"180205_Smp_L2C1DCMless10m_A",11.73,5385581,5385581,"beta-Alanine",1005467,282309,-0.4,NA,NA,NA,NA,NA,NA,NA
"3796",NA,NA,"180205_Smp_L2C1DCMless10m_B",11.66,10515846,10515846,"beta-Alanine",586159,518205,-0.4,NA,NA,NA,NA,NA,NA,NA
"3797",NA,NA,"180205_Smp_L2C1DCMless10m_C",11.65,7929899,7929899,"beta-Alanine",431069,393596,-0.8,NA,NA,NA,NA,NA,NA,NA
"3798",NA,NA,"180205_Smp_L2C1DCMless20m_A",11.7,9943056,9943056,"beta-Alanine",1332502,518119,0.1,NA,NA,NA,NA,NA,NA,NA
"3799",NA,NA,"180205_Smp_L2C1DCMless20m_B",11.73,3921088,3921088,"beta-Alanine",588630,225241,-0.1,NA,NA,NA,NA,NA,NA,NA
"3800",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.57,5786641,5786641,"beta-Alanine",563355,315874,-0.7,NA,NA,NA,NA,NA,NA,NA
"3801",NA,NA,"180205_Smp_L2C2DCM_A",11.72,14499991,14499991,"beta-Alanine",1464224,717599,-0.8,NA,NA,NA,NA,NA,NA,NA
"3802",NA,NA,"180205_Smp_L2C2DCM_B",11.77,8420108,8420108,"beta-Alanine",721109,410779,-0.4,NA,NA,NA,NA,NA,NA,NA
"3803",NA,NA,"180205_Smp_L2C2DCM_C",11.59,6998824,6998824,"beta-Alanine",685185,383023,-0.4,NA,NA,NA,NA,NA,NA,NA
"3804",NA,NA,"180205_Smp_L2C2DCMplus10m_A",11.68,9454328,9454328,"beta-Alanine",1058728,524977,-0.3,NA,NA,NA,NA,NA,NA,NA
"3805",NA,NA,"180205_Smp_L2C2DCMplus10m_B",11.65,3142633,3142633,"beta-Alanine",879916,178515,-0.3,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"3806",NA,NA,"180205_Smp_L2C2DCMplus10m_C",11.57,6148372,6148372,"beta-Alanine",423813,351292,-0.8,NA,NA,NA,NA,NA,NA,NA
"3807",NA,NA,"180205_Smp_L2C2DCMplus20m_A",11.7,6549286,6549286,"beta-Alanine",1163951,334265,-0.4,NA,NA,NA,NA,NA,NA,NA
"3808",NA,NA,"180205_Smp_L2C2DCMplus20m_B",11.71,6250479,6250479,"beta-Alanine",473064,285155,-0.4,NA,NA,NA,NA,NA,NA,NA
"3809",NA,NA,"180205_Smp_L2C2DCMplus20m_C",11.6,2230164,2230164,"beta-Alanine",549350,140978,-0.7,NA,NA,NA,NA,NA,NA,NA
"3810",NA,NA,"180205_Std_4uMStdsInH2O_1",7.15,670107,670107,"Melamine",0,37142,-2.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3811",NA,NA,"180205_Std_4uMStdsInH2O_2",6.8,61544,61544,"Melamine",469078,11191,-2.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3812",NA,NA,"180205_Std_4uMStdsInMatrix_1",6.86,1805479,1805479,"Melamine",0,80237,-2.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3813",NA,NA,"180205_Std_4uMStdsInMatrix_2",6.89,1713617,1713617,"Melamine",0,58314,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3814",NA,NA,"180205_Blk_MQBlk_1",6.88,2103046,2103046,"Melamine",823224,86171,-3.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3815",NA,NA,"180205_Blk_MQBlk_2",6.94,2204342,2204342,"Melamine",759619,86506,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3816",NA,NA,"180205_Blk_MQBlk_3",6.84,9482137,9482137,"Melamine",872426,422534,-3.4,NA,NA,NA,NA,NA,NA,NA
"3817",NA,NA,"180205_Blk_SWBlk_1",6.82,2796536,2796536,"Melamine",800425,117744,-3.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3818",NA,NA,"180205_Blk_SWBlk_2",6.86,1738619,1738619,"Melamine",750083,69110,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3819",NA,NA,"180205_Blk_SWBlk_3",6.89,2087750,2087750,"Melamine",698812,95058,-3.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3820",NA,NA,"180205_Poo_Sept29QC_1",6.88,5668407,5668407,"Melamine",0,264203,-3.1,NA,NA,NA,NA,NA,NA,NA
"3821",NA,NA,"180205_Poo_Sept29QC_2",6.92,5558741,5558741,"Melamine",0,238745,-3.3,NA,NA,NA,NA,NA,NA,NA
"3822",NA,NA,"180205_Poo_Sept29QC_3",6.83,5591478,5591478,"Melamine",0,234957,-3.7,NA,NA,NA,NA,NA,NA,NA
"3823",NA,NA,"180205_Poo_Sept29QC_4",6.86,5802239,5802239,"Melamine",0,247060,-3.5,NA,NA,NA,NA,NA,NA,NA
"3824",NA,NA,"180205_Poo_TruePoo_Full1",6.91,2886439,2886439,"Melamine",0,118830,-3.2,NA,NA,NA,NA,NA,NA,NA
"3825",NA,NA,"180205_Poo_TruePoo_Full2",6.81,2674501,2674501,"Melamine",0,96760,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3826",NA,NA,"180205_Poo_TruePoo_Full3",6.89,2694322,2694322,"Melamine",0,104714,-4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3827",NA,NA,"180205_Poo_TruePoo_Half1",6.91,1883731,1883731,"Melamine",0,68903,-3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3828",NA,NA,"180205_Poo_TruePoo_Half2",6.85,1921775,1921775,"Melamine",0,62542,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3829",NA,NA,"180205_Poo_TruePoo_Half3",6.89,1870474,1870474,"Melamine",0,77467,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3830",NA,NA,"180205_Smp_L1C32DCMless10m_A",6.94,1559775,1559775,"Melamine",0,56180,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3831",NA,NA,"180205_Smp_L1C32DCMless10m_B",6.84,6028996,6028996,"Melamine",0,275867,-3.2,NA,NA,NA,NA,NA,NA,NA
"3832",NA,NA,"180205_Smp_L1C32DCMless10m_C",6.89,1420770,1420770,"Melamine",0,65168,-3.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3833",NA,NA,"180205_Smp_L1C32DCMless20m_A",6.78,1372839,1372839,"Melamine",0,44795,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3834",NA,NA,"180205_Smp_L1C32DCMless20m_B",6.86,1867624,1867624,"Melamine",0,74081,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3835",NA,NA,"180205_Smp_L1C32DCMless20m_C",6.83,1232481,1232481,"Melamine",0,51707,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3836",NA,NA,"180205_Smp_L1C33DCM_A",6.88,2179797,2179797,"Melamine",0,93281,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3837",NA,NA,"180205_Smp_L1C33DCM_B",6.91,1017400,1017400,"Melamine",142712,75303,-2.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3838",NA,NA,"180205_Smp_L1C33DCM_C",6.88,2568582,2568582,"Melamine",0,115064,-3.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3839",NA,NA,"180205_Smp_L1C33DCMplus10m_A",6.91,5600544,5600544,"Melamine",0,241967,-3.1,NA,NA,NA,NA,NA,NA,NA
"3840",NA,NA,"180205_Smp_L1C33DCMplus10m_B",6.91,2356186,2356186,"Melamine",0,119074,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3841",NA,NA,"180205_Smp_L1C33DCMplus10m_C",6.88,2165137,2165137,"Melamine",0,89775,-3.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3842",NA,NA,"180205_Smp_L1C33DCMplus20m_A",6.84,3036489,3036489,"Melamine",0,124256,-3.2,NA,NA,NA,NA,NA,NA,NA
"3843",NA,NA,"180205_Smp_L1C33DCMplus20m_B",6.81,1507088,1507088,"Melamine",0,51225,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3844",NA,NA,"180205_Smp_L1C33DCMplus20m_C",6.95,1695447,1695447,"Melamine",0,55202,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3845",NA,NA,"180205_Smp_L2C1DCMless10m_A",6.88,2145477,2145477,"Melamine",0,74130,-3.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3846",NA,NA,"180205_Smp_L2C1DCMless10m_B",6.92,1744476,1744476,"Melamine",0,49195,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3847",NA,NA,"180205_Smp_L2C1DCMless10m_C",6.91,1748121,1748121,"Melamine",0,48459,-3.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3848",NA,NA,"180205_Smp_L2C1DCMless20m_A",6.89,1744540,1744540,"Melamine",0,61626,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3849",NA,NA,"180205_Smp_L2C1DCMless20m_B",6.81,2942924,2942924,"Melamine",0,97814,-3.3,NA,NA,NA,NA,NA,NA,NA
"3850",NA,NA,"180205_Smp_L2C1DCMless20m_C",6.84,1735241,1735241,"Melamine",0,66595,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3851",NA,NA,"180205_Smp_L2C2DCM_A",6.92,2235977,2235977,"Melamine",0,94211,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3852",NA,NA,"180205_Smp_L2C2DCM_B",6.84,772294,772294,"Melamine",0,53988,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3853",NA,NA,"180205_Smp_L2C2DCM_C",6.94,907105,907105,"Melamine",0,48606,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3854",NA,NA,"180205_Smp_L2C2DCMplus10m_A",6.85,1688009,1688009,"Melamine",0,63005,-3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3855",NA,NA,"180205_Smp_L2C2DCMplus10m_B",6.84,1806050,1806050,"Melamine",0,58082,-3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3856",NA,NA,"180205_Smp_L2C2DCMplus10m_C",6.88,1463421,1463421,"Melamine",0,55089,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3857",NA,NA,"180205_Smp_L2C2DCMplus20m_A",6.85,4288251,4288251,"Melamine",49506,196080,-3.3,NA,NA,NA,NA,NA,NA,NA
"3858",NA,NA,"180205_Smp_L2C2DCMplus20m_B",6.88,1845541,1845541,"Melamine",0,58012,-3.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3859",NA,NA,"180205_Smp_L2C2DCMplus20m_C",6.78,1994288,1994288,"Melamine",0,73649,-3.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3860",NA,NA,"180205_Std_4uMStdsInH2O_1",10.99,0,NA,"DL-Alanine, 2H3",0,0,NA,"blank.Flag, height.min.Flag,  area.min.Flag",NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"3861",NA,NA,"180205_Std_4uMStdsInH2O_2",11.07,0,NA,"DL-Alanine, 2H3",0,0,NA,"blank.Flag, height.min.Flag,  area.min.Flag",NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"3862",NA,NA,"180205_Std_4uMStdsInMatrix_1",11.04,3707517,3707517,"DL-Alanine, 2H3",0,271946,5.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3863",NA,NA,"180205_Std_4uMStdsInMatrix_2",10.91,1741408,1741408,"DL-Alanine, 2H3",0,115265,4.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3864",NA,NA,"180205_Blk_MQBlk_1",10.96,40993100,40993100,"DL-Alanine, 2H3",319316,3133961,5.2,NA,NA,NA,NA,NA,NA,NA
"3865",NA,NA,"180205_Blk_MQBlk_2",10.93,21582864,21582864,"DL-Alanine, 2H3",67455,1582540,5.3,NA,NA,NA,NA,NA,NA,NA
"3866",NA,NA,"180205_Blk_MQBlk_3",10.87,23677778,23677778,"DL-Alanine, 2H3",325092,1716262,5,NA,NA,NA,NA,NA,NA,NA
"3867",NA,NA,"180205_Blk_SWBlk_1",11.22,8374718,8374718,"DL-Alanine, 2H3",0,948358,5.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3868",NA,NA,"180205_Blk_SWBlk_2",11.2,4704086,4704086,"DL-Alanine, 2H3",293425,536988,5.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3869",NA,NA,"180205_Blk_SWBlk_3",11.2,4373370,4373370,"DL-Alanine, 2H3",0,475510,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3870",NA,NA,"180205_Poo_Sept29QC_1",11.11,19412864,19412864,"DL-Alanine, 2H3",118416,1891112,5,NA,NA,NA,NA,NA,NA,NA
"3871",NA,NA,"180205_Poo_Sept29QC_2",11.24,4728604,4728604,"DL-Alanine, 2H3",0,544036,5.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3872",NA,NA,"180205_Poo_Sept29QC_3",11.2,3548887,3548887,"DL-Alanine, 2H3",0,358233,4.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3873",NA,NA,"180205_Poo_Sept29QC_4",11.24,4339335,4339335,"DL-Alanine, 2H3",204425,551021,5.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3874",NA,NA,"180205_Poo_TruePoo_Full1",11.14,19825044,19825044,"DL-Alanine, 2H3",297062,2026337,5.2,NA,NA,NA,NA,NA,NA,NA
"3875",NA,NA,"180205_Poo_TruePoo_Full2",11.24,4226577,4226577,"DL-Alanine, 2H3",364536,527283,5.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3876",NA,NA,"180205_Poo_TruePoo_Full3",11.19,3075885,3075885,"DL-Alanine, 2H3",0,261252,5.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3877",NA,NA,"180205_Poo_TruePoo_Half1",11.09,13317374,13317374,"DL-Alanine, 2H3",0,1143524,5.3,NA,NA,NA,NA,NA,NA,NA
"3878",NA,NA,"180205_Poo_TruePoo_Half2",11.16,5130789,5130789,"DL-Alanine, 2H3",0,443343,5.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3879",NA,NA,"180205_Poo_TruePoo_Half3",11.13,4457845,4457845,"DL-Alanine, 2H3",0,419172,4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3880",NA,NA,"180205_Smp_L1C32DCMless10m_A",11.21,12159075,12159075,"DL-Alanine, 2H3",243079,1529836,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3881",NA,NA,"180205_Smp_L1C32DCMless10m_B",11.2,4855292,4855292,"DL-Alanine, 2H3",52135,607250,5.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3882",NA,NA,"180205_Smp_L1C32DCMless10m_C",11.2,4682293,4682293,"DL-Alanine, 2H3",0,457435,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3883",NA,NA,"180205_Smp_L1C32DCMless20m_A",11.24,6690768,6690768,"DL-Alanine, 2H3",19258,759901,5.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3884",NA,NA,"180205_Smp_L1C32DCMless20m_B",11.22,4188759,4188759,"DL-Alanine, 2H3",273928,582526,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3885",NA,NA,"180205_Smp_L1C32DCMless20m_C",11.16,3783745,3783745,"DL-Alanine, 2H3",0,349725,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3886",NA,NA,"180205_Smp_L1C33DCM_A",11.25,5426699,5426699,"DL-Alanine, 2H3",62712,586593,5.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3887",NA,NA,"180205_Smp_L1C33DCM_B",11.24,4236702,4236702,"DL-Alanine, 2H3",240573,544427,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3888",NA,NA,"180205_Smp_L1C33DCM_C",11.16,3685446,3685446,"DL-Alanine, 2H3",0,319709,4.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3889",NA,NA,"180205_Smp_L1C33DCMplus10m_A",11.16,16769731,16769731,"DL-Alanine, 2H3",291916,1998561,5.1,NA,NA,NA,NA,NA,NA,NA
"3890",NA,NA,"180205_Smp_L1C33DCMplus10m_B",11.22,5109464,5109464,"DL-Alanine, 2H3",0,502933,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3891",NA,NA,"180205_Smp_L1C33DCMplus10m_C",11.19,3863604,3863604,"DL-Alanine, 2H3",0,355170,4.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3892",NA,NA,"180205_Smp_L1C33DCMplus20m_A",11.3,4498040,4498040,"DL-Alanine, 2H3",73695,507875,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3893",NA,NA,"180205_Smp_L1C33DCMplus20m_B",11.2,4439401,4439401,"DL-Alanine, 2H3",17654,612939,5.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3894",NA,NA,"180205_Smp_L1C33DCMplus20m_C",11.2,4012580,4012580,"DL-Alanine, 2H3",0,373152,5.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3895",NA,NA,"180205_Smp_L2C1DCMless10m_A",11.27,5247977,5247977,"DL-Alanine, 2H3",0,536036,5.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3896",NA,NA,"180205_Smp_L2C1DCMless10m_B",11.24,4593144,4593144,"DL-Alanine, 2H3",12522,532816,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3897",NA,NA,"180205_Smp_L2C1DCMless10m_C",11.17,3009247,3009247,"DL-Alanine, 2H3",0,280964,4.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3898",NA,NA,"180205_Smp_L2C1DCMless20m_A",11.14,19117334,19117334,"DL-Alanine, 2H3",412302,2096333,5.5,NA,NA,NA,NA,NA,NA,NA
"3899",NA,NA,"180205_Smp_L2C1DCMless20m_B",11.19,5368478,5368478,"DL-Alanine, 2H3",0,587388,5.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3900",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.19,4639645,4639645,"DL-Alanine, 2H3",0,481020,4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3901",NA,NA,"180205_Smp_L2C2DCM_A",11.26,6000614,6000614,"DL-Alanine, 2H3",0,742612,4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3902",NA,NA,"180205_Smp_L2C2DCM_B",11.22,4161415,4161415,"DL-Alanine, 2H3",131444,556513,5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3903",NA,NA,"180205_Smp_L2C2DCM_C",11.2,4415145,4415145,"DL-Alanine, 2H3",0,381254,5.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3904",NA,NA,"180205_Smp_L2C2DCMplus10m_A",11.16,13358543,13358543,"DL-Alanine, 2H3",613455,1676138,5.1,NA,NA,NA,NA,NA,NA,NA
"3905",NA,NA,"180205_Smp_L2C2DCMplus10m_B",11.2,6318007,6318007,"DL-Alanine, 2H3",182719,669321,5.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3906",NA,NA,"180205_Smp_L2C2DCMplus10m_C",11.17,4941177,4941177,"DL-Alanine, 2H3",0,440709,4.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3907",NA,NA,"180205_Smp_L2C2DCMplus20m_A",11.18,14393715,14393715,"DL-Alanine, 2H3",808872,1847244,5.2,NA,NA,NA,NA,NA,NA,NA
"3908",NA,NA,"180205_Smp_L2C2DCMplus20m_B",11.24,4295762,4295762,"DL-Alanine, 2H3",0,464998,4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3909",NA,NA,"180205_Smp_L2C2DCMplus20m_C",11.16,5590659,5590659,"DL-Alanine, 2H3",0,450313,4.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3910",NA,NA,"180205_Std_4uMStdsInH2O_1",10.91,2883085,2883085,"DL-Histidine, 15N",0,142520,2.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3911",NA,NA,"180205_Std_4uMStdsInH2O_2",10.62,599979,599979,"DL-Histidine, 15N",0,41305,1.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3912",NA,NA,"180205_Std_4uMStdsInMatrix_1",10.98,12603605,12603605,"DL-Histidine, 15N",174798,663492,1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3913",NA,NA,"180205_Std_4uMStdsInMatrix_2",11.02,2536888,2536888,"DL-Histidine, 15N",0,136040,-0.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3914",NA,NA,"180205_Blk_MQBlk_1",10.98,152082960,152082960,"DL-Histidine, 15N",2861555,8580581,0.1,NA,NA,NA,NA,NA,NA,NA
"3915",NA,NA,"180205_Blk_MQBlk_2",10.98,23184076,23184076,"DL-Histidine, 15N",86794,1095390,0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3916",NA,NA,"180205_Blk_MQBlk_3",10.85,26741306,26741306,"DL-Histidine, 15N",0,1222527,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3917",NA,NA,"180205_Blk_SWBlk_1",11.22,16163512,16163512,"DL-Histidine, 15N",148774,765347,0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3918",NA,NA,"180205_Blk_SWBlk_2",11.24,7065750,7065750,"DL-Histidine, 15N",2120484,573394,0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3919",NA,NA,"180205_Blk_SWBlk_3",11.2,7178740,7178740,"DL-Histidine, 15N",1540402,707236,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3920",NA,NA,"180205_Poo_Sept29QC_1",11.22,62820872,62820872,"DL-Histidine, 15N",1011470,3129337,0,NA,NA,NA,NA,NA,NA,NA
"3921",NA,NA,"180205_Poo_Sept29QC_2",11.39,12792280,12792280,"DL-Histidine, 15N",0,703611,0.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3922",NA,NA,"180205_Poo_Sept29QC_3",11.28,8383609,8383609,"DL-Histidine, 15N",1896986,713171,-0.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3923",NA,NA,"180205_Poo_Sept29QC_4",11.38,12820908,12820908,"DL-Histidine, 15N",134078,654785,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3924",NA,NA,"180205_Poo_TruePoo_Full1",11.22,59059324,59059324,"DL-Histidine, 15N",852321,3259079,0.2,NA,NA,NA,NA,NA,NA,NA
"3925",NA,NA,"180205_Poo_TruePoo_Full2",11.33,11521388,11521388,"DL-Histidine, 15N",0,628094,0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3926",NA,NA,"180205_Poo_TruePoo_Full3",11.25,7446890,7446890,"DL-Histidine, 15N",0,500276,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3927",NA,NA,"180205_Poo_TruePoo_Half1",11.09,38043424,38043424,"DL-Histidine, 15N",628441,1934236,0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3928",NA,NA,"180205_Poo_TruePoo_Half2",11.25,8075988,8075988,"DL-Histidine, 15N",0,399462,0.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"3929",NA,NA,"180205_Poo_TruePoo_Half3",11.17,6850613,6850613,"DL-Histidine, 15N",0,388906,-0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
